Partner University (PU),PU Module Code,PU Module Title,PU Module Credits,NUS Module Cod,NUS Module Credits
University of Calgary,MEDSCI521,Human Anatomy,3,LSM2212,4
University of Calgary,MRSC321,Introduction to Marine Science,3,LSM3991,4
University of Calgary,ZOOL435,Entomology,3,LSM3265,4
University of Calgary,ZOOL463,Animal Physiology II,3,LSM3991,4
University of Calgary,ZOOL483,PRINCIPLES IN PARASITISM,3,LSM3991,4
University of California,160,CELLULAR AND MOLECULAR NEUROBIOLOGY,4,LSM3216,4
University of California,160L,NEUROBIOLOGY LABORATORY,4,LSM3215,4
University of California,ANTH005,Introduction to Biological Anthropolgy,4,LSM3991,4
University of California,ANTH151,Human Adaptability,4,LSM3991,4
University of California,BIBC120,Nutrition,4,LSM3991,4
University of California,BICD130,"Embryos, Genes, and Development",4,LSM3233,4
University of California,BICD136,AIDS Science and Society,4,LSM3991,4
University of California,BICD140,Immunology,4,LSM3223,4
University of California,BIEB126,Plant Ecology,4,LSM3256,4
University of California,BIEB128,Insect Diversity,4,LSM3265,4
University of California,BIMM116,Circadian Rhythms‐Bio Clocks,4,LSM3991,4
University of California,BIO151,Molecular Immunology,4,LSM3223,4
University of California,BIO152,Cancer Genetics and Tumour Biology,4,LSM3224,4
University of California,BIO161,Human Physiology,5,LSM3214,4
University of California,BIO170,Neurobiology,4,LSM3215,4
University of California,BIOENGRCM102,Human Physiological Systems for Bioengineering I,4,LSM3991,4
University of California,BIOLOGY1A,General Biology,3,LSM1301,4
University of California,BIOSCI25,Biology Of Cancer,4,LSM3224,4
University of California,BIOSCIM129,Discovery of the New RNA World,4,LSM3245,4
University of California,BIPN120,Endocrinology,4,LSM3214,4
University of California,BIPN140,Cellular Neurobiology,4,LSM3215,4
University of California,BIPN148,Cellular Basis Learning & Memory,4,LSM3215,4
University of California,BIPN150,Diseases of the Nervous System,4,LSM3216,4
University of California,C129,Tha Ageing Human Brain,3,LSM3216,4
University of California,C260,Introduction to Neurobiology,4,LSM3216,4
University of California,E109,Human Physiology,4,LSM3214,4
University of California,EEBIOL129,Animal Behavior,4,LSM3267,4
University of California,EEBIOL142,Aquatic Communities,4,LSM3254,4
University of California,EEBIOL170,Animal Environmental Physiology,6,LSM3262,4
University of California,EEMB131,Principles of Evolution,4,LSM3252,4
University of California,EEMB136,Principle Paleotology,4,LSM3991,4
University of California,EEMB142A,Aquatic Communities,4,LSM3254,4
University of California,EEMB143,Ecological Physiology,3,LSM3262,4
University of California,EEMB40,Ecology of Infectious Diseases,4,LSM3991,4
University of California,ESPM102A,Terrestrial Resource Ecology,4,LSM3255,4
University of California,ESPM111,Ecosystem Ecology,4,LSM2251,4
University of California,ESPM118,Agricultural Ecology,3,LSM2991,4
University of California,ESPM140,General Entomology,4,LSM3265,4
University of California,ESPM185,Applied Forest Ecology,4,LSM3255,4
University of California,ESPMC115C,Fish Ecology,3,LSM3991,4
University of California,IB137,HUMAN ENDOCRINOLOGY,4,LSM3214,4
University of California,IB148,Comparative Animal Physiology,3,LSM3262,4
University of California,IB157LF,Ecosystems of California,4,LSM3991,4
University of California,IB160,Evolution,4,LSM3252,4
University of California,IBC144,Animal Behaviour,4,LSM3267,4
University of California,IBC156,Principles of Conservation Biology,4,LSM4262,4
University of California,INTEGBI117,Medical Ethnobotany,4,LSM3991,4
University of California,INTEGBI124,Molecular Biology of Aging,4,LSM3217,4
University of California,INTEGBI132,Human Endocrinology,4,LSM3214,4
University of California,INTEGBI137,Human Endocrinology,4,LSM3214,4
University of California,INTEGBI144,Animal Behaviour,4,LSM3252,4
University of California,INTEGBI153,Ecology,3,LSM3255,4
University of California,INTEGBI154,Plant Ecology,3,LSM3255,4
University of California,INTEGBI155,Development and Structure of Musculoskeletal System,4,LSM3991,4
University of California,INTEGBI157LF,Ecosystems of California,4,LSM3991,4
University of California,INTEGBI160,Evolution,4,LSM3252,4
University of California,INTEGBI167,Physiology of Nutrition,4,LSM3991,4
University of California,INTEGBIC13,Origins: From the Big Bang to the Emergence of Humans,4,LSM2991,4
University of California,INTEGBIC143A,Biological Clocks: Physiology and Behavior,3,LSM3214,4
University of California,INTEGBIC144,Animal Behaviour,4,LSM3267,4
University of California,INTEGBIC82,Oceans,3,LSM3991,4
University of California,LIFESCI1,"Evolution, Ecology and Biodiversity",5,LSM3252,4
University of California,LIFESCI2,"Cells, Tissues and Organs",4,LSM3231,4
University of California,LIFESCI23L,Introduction to laboratory and Scientific Methodology,3,LSM3991,4
University of California,LIFESCI3,Introduction to Molecular Bio,4,LSM3232,4
University of California,LS4,Genetics,5,LSM1102,4
University of California,MPHARMM110A,"Drugs: Mechanisms, Uses, and Misuse",4,LSM3211,4
University of California,MCB132,Biology of Human Cancer,4,LSM3224,4
University of California,MCB135A,Molecular Endocrinology,3,LSM3214,4
University of California,MCB136,Physiology,4,LSM3212,4
University of California,MCB141,Developmental Biology,4,LSM3233,4
University of California,MCB150,Molecular Immunology,4,LSM3223,4
University of California,MCB150L,Molecular Immunology Laboratory,4,LSM3991,4
University of California,MCB160,Cellular and Molecular Neurobiology,4,LSM3215,4
University of California,MCB160L,Neurobiology Laboratory,4,LSM3991,4
University of California,MCB161,"Circuit, Systems and Behavioral Neuroscience",4,LSM3215,4
University of California,MCB165,Neurobiology of Disease,4,LSM3216,4
University of California,MCBC100A,Biophysical Chemistry: Physical Principles and the Molecules of Life,4,LSM3243,4
University of California,MCBC116,Microbial Diversity,3,LSM3232,4
University of California,MCBC103,Bacterial Pathogenesis,3,LSM3225,4
University of California,MCBC112,General Microbiology,4,LSM3232,4
University of California,MCDBIOM175A,Neuroscience: From Molecules to Mind ‐‐ Cellular and Systems Neuroscience,4,LSM3216,4
University of California,MCDBIOM181,Biological Bases of Psychiatric Disorders,4,LSM3216,4
University of California,MCDBIOM230B,Structural Molecular Biology,4,LSM3243,4
University of California,MCDBIO138,DEVELOPMENTAL BIOLOGY,5,LSM3233,4
University of California,MCELLBI161,"CIRCUITS, SYSTEMS AND BEHAVIORAL NEUROSCIENCE",4,LSM3215,4
University of California,MCELLBI165,NEUROBIOLOGY OF DISEASES,4,LSM3216,4
University of California,MCELLBIC100A,Biophysical Chemistry: Physical Principles and the Molecules of Life,4,LSM3243,4
University of California,MCELLBIC160,Introduction to Neurobiology,4,LSM3216,4
University of California,MCELLBIC62,Drugs and the Brain,3,LSM3211,4
University of California,MCELLBIC62,Drugs and the Brain,3,LSM1991,4
University of California,MIMG168,Molecular Parasitology,4,LSM3223,4
University of California,MIMG7,Developments in Biotech,4,LSM3245,4
University of California,N155,Wiring the Brain,4,LSM3215,4
University of California,NEUROSCM119L,Human Neuropsychology,4,LSM3215,4
University of California,NUSCTX10,Introduction to Human Nutrition,3,LSM3991,4
University of California,PBHLTHC129,The Aging Human Brain,3,LSM3217,4
University of California,PHYSCI165,Comparative Animal Physiology,4,LSM3262,4
University of California,PLANTBIC112,General Microbiology,4,LSM2291,4
University of California,PSYCH115,Principles of Behavioral Neuroscience,4,LSM3215,4
University of California,PSYCH119F,Neural Basis of Behavior,4,LSM3215,4
University of California,PSYCH119M,Neural Circuits of Learning and Memory,4,LSM3215,4
University of California,SIO123,Microbial Env Systems Biology,4,LSM3991,4
University of California,WFC151,Wildlife Ecology,4,LSM3991,4
University of California,INTEGBI128,Sports Medicine,3,LSM2991,4
University of California,BIOSCI25,Biology Of Cancer,4,LSM3224,4
University of California,N151,Neurobiology of Aging,4,LSM3991,4
University of California,EEBIOL109,Introduction to Marine Science,4,LSM1991,4
University of California,NEUROSCM145,Neural Mechanisms Controlling Movement,5,LSM3991,4
University of California,PHYSCI136,Exercise and Cardiovascular Function,5,LSM3991,4
University of California,PHYSCI5‐1,Issues In Human Physiology: Diet And Exercise,5,LSM1991,4
University of California,CHEM143,The RNA World,3,LSM3245,4
University of California,EEMB131,Principles of Evolution,4,LSM3252,4
University of California,EEMB136,Principle Paleontology,4,LSM3991,4
University of California,EEMB138,Ethology and Behavioral Ecology,5,LSM3267,4
University of California,EEMB143,Ecological Physiology,3,LSM3262,4
University of California,EEMB40,Ecology of Infectious Diseases,4,LSM3991,4
University of California,MCDB126C,Basic Pharmacology,4,LSM3211,4
University of Canterbury,BIOL273‐17S2,New Zealand Biodiversity and Biosecurity,15,LSM3991,4
University of Canterbury,BIOL332‐17S2,Genetics and Evolution of Invasive Species,15,LSM3991,4
University of Canterbury,BIOL272‐15S2(C),Principles of Animal Behaviour,15,LSM3267,4
University of Canterbury,BIOL313‐15S2(C),Advanced Microbiology,30,LSM3242,4
University of Canterbury,BIOL334‐15S2(C),Evolutionary Genetics,15,LSM3252,4
University of Canterbury,BIOL354‐15S2(C),Animal Ecophysiology,15,LSM3262,4
University of Colorado Boulder,EBIO3080,Evolutionary Biology,4,LSM3252,4
University of Colorado Boulder,ENVS3525,Sustainable Food Systems,3,LSM3991,4
University of Colorado Boulder,ENVS4050,Field Studies,4,LSM3991,4
University of Colorado Boulder,ENVS4800,Environment and Development in South Asia,3,LSM3991,4
University of Colorado Boulder,MCDB3160,Pandemic! How the Genomics Revolution Can Save Us All,3,LSM3991,4
University of Colorado Boulder,MCDB3650,The Brain ‐ From Molecules to Behavior,3,LSM3215,4
University of Colorado Boulder,MCDB4201,From Bench to Bedside: The Role of Science in Medicine,3,LSM3991,4
University of Colorado Boulder,MCDB4300,Immunology,3,LSM3223,4
University of Colorado Boulder,MCDB4444,Cellular basis of diseases,3,LSM3224,4
University of Colorado Boulder,MCDB4650,Developmental Biology,3,LSM3233,4
University of Colorado Boulder,MCDB4680,Mechanisms of Aging,3,LSM3217,4
University of Colorado Boulder,MRSC4032,Neurobiology of Learning and Memory,3,LSM3215,4
University of Colorado Boulder,NRSC2100,Introduction to Neuroscience,4,LSM3215,4
University of Colorado Boulder,NRSC4132,Neuropharmacology,3,LSM3219,4
University of Connecticut,EEB2208,Intro to Conservation Biology,3,LSM4262,4
University of Connecticut,EEB3269,Social Insects,3,LSM3265,4
University of Connecticut,EEB3271,Systematic Botany,4,LSM3991,4
University of Connecticut,EEB4260,Ornithology,2,LSM3266,4
University of Connecticut,MCB3007,Introduction to Biophysical Chemistry,3,LSM3243,4
University of Connecticut,MCB3211,Cancer Cell Biology & Genetics,3,LSM4243,4
University of Connecticut,MCB3219,Developmental and Regenerative Biology,3,LSM3233,4
University of Connecticut,MCB4009,Structure and Function of Biological Supramolecules,3,LSM3231,4
University of Copenhagen,HDCB00114U,Sustainable Denmark? Environmental Challenges in a Cultural Context,15,LSM3991,4
University of Copenhagen,LBIA10209U,Landscape and Restoration Ecology,7.5,LSM3255,4
University of Copenhagen,LBIA10211U,Environmental Microbiology and Cleantech,7.5,LSM3225,4
University of Copenhagen,LBIF10176U,Conservation and Management of Genetic Resources,7.5,LSM3272,4
University of Copenhagen,LBIK10180U,Applied Microbiology,7,LSM3242,4
University of Copenhagen,LBIK10214U,Frontiers in Plant Science,7.5,LSM3258,4
University of Copenhagen,LKEK10081U,Enzymology and Experimental Biochemistry,7.5,LSM3231,4
University of Copenhagen,LLEK10264U,Nutrition Physiology,7.5,LSM3991,4
University of Copenhagen,LNAK10099U,Biodiversity in Urban Nature,7.5,LSM3991,4
University of Copenhagen,LOJK10281U,Animals in Society,7.5,LSM2991,4
University of Copenhagen,LPLF10312U,"Pesticide Use, Mode of Action and Ecotoxicology",7.5,LSM3991,4
University of Copenhagen,LPLK10367U,Tropical Crop Production,7.5,LSM3256,4
University of Copenhagen,NBIA04011U,Theoretical Molecular Genetics (MolGenTeo),7.5,LSM3991,4
University of Copenhagen,NBIA04048U,Conservation (Cons),7.5,LSM4262,4
University of Copenhagen,NBIA04054U,Zoophysiology,7.5,LSM3991,4
University of Copenhagen,NBIA04061U,Evolutionary Ecology,7.5,LSM3252,4
University of Copenhagen,NBIA04066U,Molecular Neurobiology,7.5,LSM3216,4
University of Copenhagen,NBIA05003U,Immunology,15,LSM3223,4
University of Copenhagen,NBIA05029U,Protists ‐ Eukaryotic Microbiology,7,LSM3232,4
University of Copenhagen,NBIA06019U,Protein Science C (ProtSciC),7,LSM3231,4
University of Copenhagen,NBIA06020U,Protein Science D,7.5,LSM3231,4
University of Copenhagen,NBIA08004U,Evolutionary Medicine,7.5,LSM3991,4
University of Copenhagen,NBIA09045U,Biological Dynamics (BioDyn),7.5,LSM3243,4
University of Copenhagen,NBIA09049U,Microbial Ecology,7.5,LSM3232,4
University of Copenhagen,NBIB13008U,Physiology of Aquatic Animals,7.5,LSM2991,4
University of Copenhagen,NBIB13012U,Epigenetics and Cell Differentiation (EpiGenCell),7.5,LSM4245,4
University of Copenhagen,NBIB14015U,Applied Marine Biology (Marin),7.5,LSM1991,4
University of Copenhagen,NBIB14019U,Immunology (Immun),15,LSM3223,4
University of Copenhagen,NBIB14019U,Immunology (Immun),15,LSM4222,4
University of Copenhagen,NBIB14033U,Introduction to Bioinformatics (BioInf),7.5,LSM3241,4
University of Copenhagen,NBIK10005U,Bioinformatics Project 1,7.5,LSM3241,4
University of Copenhagen,NBIK10015U,Cell Cycle Control & Cancer,4,LSM3991,4
University of Copenhagen,NBIK10017U,RNA Biology,7.5,LSM3245,4
University of Copenhagen,NBIK10020U,Developmental Biology,7.5,LSM3233,4
University of Copenhagen,NBIK12003U,Conservation Biology,7.5,LSM3272,4
University of Copenhagen,NBIK12007U,Thematic course 1: Ecology and Management of Nature and Semi‐Nature Areas,15,LSM3272,4
University of Copenhagen,NBIK13006U,Macro Ecology,7.5,LSM3255,4
University of Copenhagen,NBIK14007U,Soil Biology,7.5,LSM3991,4
University of Copenhagen,NBIK14013U,Arctic Biology,7.5,LSM3991,4
University of Copenhagen,NBIK14018U,Terrestrial Ecosystem Processes and Global Change,7.5,LSM3272,4
University of Copenhagen,NBIK14021U,Evolutionary Ecology,7.5,LSM3252,4
University of Copenhagen,NBIK14034U,Molecular Neurobiology,7.5,LSM3215,4
University of Copenhagen,NBIK14035U,Medical Bacteriology,7.5,LSM3991,4
University of Copenhagen,NBIK15014U,Human Genetics,7.5,LSM3991,4
University of Copenhagen,NBIK15015U,Macroecology and Community Ecology,7.5,LSM3255,4
University of Copenhagen,NBIK16002U,Neuromuscular Development and Disease,7.5,LSM4210,4
University of Copenhagen,NFYB10011U,Biophysics of Membranes (Membran),7.5,LSM3243,4
University of Copenhagen,NIGK14007U,Tree Biology and Arboriculture,7.5,LSM3991,4
University of Copenhagen,NKEB13011U,Environmental Chemistry case studies and risk assessment (KemiM3),7.5,LSM3264,4
University of Copenhagen,NNEK14005U,Bioactive Components and Health,7.5,LSM3991,4
University of Copenhagen,NNEK14006U,Cool Climate Viticulture and Enology,4,LSM3991,4
University of Copenhagen,NNMK14007U,Marine Mammal Biology and Research,7.5,LSM2991,4
University of Copenhagen,NNMK14009U,Entomology,7.5,LSM3265,4
University of Copenhagen,NNMK14011U,Animal Morphology (from Sea Sponges to Vertebrates),7.5,LSM3233,4
University of Copenhagen,NPLK13002U,Human Benefits From Insects,7.5,LSM3265,4
University of Copenhagen,SASA10147U,Ethology,7.5,LSM3267,4
University of Copenhagen,SASB10131U,Basic Animal Biology,7,LSM2991,4
University of Copenhagen,SASF10139U,Advanced Mammalian Biology,7.5,LSM3214,4
University of Copenhagen,SBIA10210U,Applied Programming for Biosciences,7.5,LSM3241,4
University of Copenhagen,SBIB10170U,Mammalian Genomics,7.5,LSM3252,4
University of Copenhagen,SBIF10182U,From Gene to Function in Pathogenic Bacteria,7.5,LSM3225,4
University of Copenhagen,SBIF10212U,Aquaculture and Fish Diseases,7.5,LSM3991,4
University of Copenhagen,SBIK10154U,Basic Pharmocology and Toxicology,7.5,LSM3211,4
University of Copenhagen,SBIK10167U,Immunology‐ Theoretical,7.5,LSM3223,4
University of Copenhagen,SBIK10182U,From Gene to Function in Pathogenic Bacteria,7.5,LSM3991,4
University of Copenhagen,SBIK10200U,Human Parasitology,7.5,LSM3991,4
University of Copenhagen,SFKKA9011U,Applied Drug Metabolism,7.5,LSM3211,4
University of Copenhagen,SFKKA9061U,Advanced Drug Delivery,7.5,LSM3211,4
University of Copenhagen,SHUA11004U,Human Anatomy and Systems Physiology,7.5,LSM2212,4
University of Copenhagen,SHUA11005U,Immunology and General Microbiology,4,LSM3223,4
University of Copenhagen,SHUA11007U,Human Pathophysiology,15,LSM3224,4
University of Copenhagen,SHUA11009U,Pharmacology and Toxicology,7.5,LSM3211,4
University of Copenhagen,SHUA11015U,Neuronal Signalling,5,LSM3215,4
University of Copenhagen,SHUA11017U,"Cardiac Physiology, Human Biology",5,LSM3212,4
University of Copenhagen,SHUA13018U,Cardiovascular Physiology,5,LSM3212,4
University of Copenhagen,SLVKB0351U,Principles of Pharmacology,7.5,LSM3211,4
University of Copenhagen,SMOA09008U,Cellular and Molecular Immunology,7.5,LSM3223,4
University of Copenhagen,SMOA09011U,Theoretical Pathophysiology,4,LSM3224,4
University of Copenhagen,SMOB14001U,Cellular Neuroscience,7.5,LSM3215,4
University of Copenhagen,SMOK14001U,Cardiovascular Physiology,7.5,LSM3212,4
University of Copenhagen,SMTK12011U,Pathophysiology,10,LSM3224,4
University of Copenhagen,LPLK10287U,Agroforestry,7.5,LSM3991,4
University of Dundee,BS21001,Evolution of modern life,10,LSM3252,4
University of Dundee,BS31003,Molecular Structure & Interactions,15,LSM3243,4
University of Dundee,BS31004,Biochemistry & Cell Biology,15,LSM4232,4
University of Dundee,BS31005,Genetics,15,LSM3252,4
University of Dundee,BS31006,Gene Regulation and Expression,15,LSM4245,4
University of Dundee,BS31006,Gene Regulation and Expression,15,LSM3245,4
University of Dundee,BS31008,Endocrine control of body homeostasis,15,LSM3214,4
University of Dundee,BS31009,Molecular Pharmacology,15,LSM3211,4
University of Dundee,BS31011,Clinical Exercise Science 1,15,LSM3991,4
University of Dundee,BS31013,Biomembranes,15,LSM3243,4
University of Dundee,BS31014,Molecular Pharmacology,15,LSM3211,4
University of Dundee,BS31015,Sport and Exercise Science 1: Physiological Testing and Monitoring,15,LSM3991,4
University of Dundee,BS31016,Practical techniques in biomedical sciences,15,LSM3201,4
University of Dundee,BS31017,Sensory and Motor Neuroscience,15,LSM3215,4
University of Dundee,BS32004,Molecular Microbiology,15,LSM3232,4
University of Dundee,BS32005,Cell & Developmental Biology,15,LSM3233,4
University of Dundee,BS32009,Immunology,15,LSM3223,4
University of Dundee,BS32010,Applied Bioinformatics,15,LSM3241,4
University of Dundee,BS32012,PRACTICAL PROJECT B‐DRUG DISCOVERY AND FRAGMENT SYNTHESIS,15,LSM3991,4
University of Dundee,BS32013,Respiratory and Renal Physiology,15,LSM3212,4
University of Dundee,BS32015,Systems Pharmacology 1,15,LSM3211,4
University of Dundee,BS32020,Human Epithelial Biology,15,LSM3214,4
University of Dundee,BS32021,Quantitative Pharmacology,15,LSM3211,4
University of Dundee,BS32022,Human morphogenesis and embryonic development,15,LSM3233,4
University of Dundee,BS32023,Regulatory Physiology and Pharmacology,15,LSM3224,4
University of Dundee,BS32024,Neuropsychopharmacology,15,LSM3991,4
University of Dundee,BS32025,Molecular Exercise Science,15,LSM3991,4
University of Dundee,BS32028,Molecular Pharmacology,15,LSM3211,4
University of Dundee,EV22002,Mechanisms and measurements,20,LSM3272,4
University of Dundee,EV31003,Environmental Remote Sensing,30,LSM3991,4
University of Dundee,EV31004,Biogeography,30,LSM3272,4
University of Durham,BIOL1171,Genetics,20,LSM1102,4
University of Durham,BIOL2461,Ecology,20,LSM2251,4
University of Edinburgh,BILG08008,Quantification in the Life Sciences 1,20,LSM1991,4
University of Edinburgh,BILG09007,Immunology 3,20,LSM4222,4
University of Edinburgh,BILG09009,Population and Community Ecology 3,20,LSM3991,4
University of Edinburgh,BILG09011,Evolution and Ecology of Plants,20,LSM3991,4
University of Edinburgh,BILG08011,Animal Biology 2,20,LSM3991,4
University of Edinburgh,BILG08015,"Molecules, Genes and Cells 1",20,LSM1991,4
University of Edinburgh,BILG08016,The Green Planet 2,20,LSM3258,4
University of Edinburgh,BILG09001,Molecular Cell Biology 3,20,LSM3243,4
University of Edinburgh,BILG09003,Parasite Biology 3,20,LSM3991,4
University of Edinburgh,BILG09004,Evolutionary and Ecological Genetics 3,20,LSM3252,4
University of Edinburgh,BILG09005,Evolution and Comparitive Genomics,20,LSM3252,4
University of Edinburgh,BILG09006,Behavioural Ecology 3,20,LSM3267,4
University of Edinburgh,BILG09007,Immunology 3,20,LSM3223,4
University of Edinburgh,BILG09010,Developmental Biology 3,20,LSM3233,4
University of Edinburgh,BILG09013,Molecular Microbiology,20,LSM3232,4
University of Edinburgh,BILG09015,Structures and Functions of Proteins 3,20,LSM3231,4
University of Edinburgh,BIME09003,Pharmacology 3,20,LSM3211,4
University of Edinburgh,BIME09004,Physiology 3,20,LSM3214,4
University of Edinburgh,BIME09005,Mechanisms of Brain Development 3,20,LSM3216,4
University of Edinburgh,BIME09011,Applied Pharmacology,20,LSM3211,4
University of Edinburgh,BIME09012,Neuroscience 3,20,LSM3215,4
University of Edinburgh,BIOLG08005,Evolution in Action 2,20,LSM3252,4
University of Edinburgh,BIOLG09019,Animal Diversity and Evolution 3,20,LSM3252,4
University of Edinburgh,CHEM08023,Biological Chemistry 1B,20,LSM1401,4
University of Edinburgh,ECSC08006,Principles of Ecology,20,LSM2251,4
University of Edinburgh,ECSC09002,Natural Resource Management,20,LSM3991,4
University of Edinburgh,ECSC09006,Ecological and Environmental Analysis,20,LSM2253,4
University of Edinburgh,ECSC10035,Conservation Science,10,LSM4262,4
University of Florida,ANT3520,Skeleton Keys: Forensic Identification,3,LSM2991,4
University of Florida,BOT3151C,Local Flora of North Florida,3,LSM3991,4
University of Florida,HOS3020,Principles of Horticultural Crop Production,3,LSM3991,4
University of Florida,PCB2441,Biological Invaders,3,LSM2996,2
University of Florida,PCB4674,Evolution,4,LSM3252,4
University of Georgia,BIOL1103,Basic Concepts in Biology,3,LSM1301,4
University of Georgia,ENTO2010,Insects and the Environment,3,LSM3265,4
University of Glasgow,BIOL2002,Bioengineering & Global Change 2,10,LSM3272,4
University of Glasgow,BIOL2008,Essential Genetics 2 (1A),10,LSM3991,4
University of Glasgow,BIOL2010,Exercise Science 2 (3A),10,LSM3991,4
University of Glasgow,BIOL2012,Forensic Bioscience 2 (2A),10,LSM1306,4
University of Glasgow,BIOL2013,Human Form and Function 2 (7A),10,LSM2212,4
University of Glasgow,BIOL2015,Immunology 2 (13A),10,LSM3223,4
University of Glasgow,BIOL2021,Reproduction and Development 2 (9B),10,LSM3233,4
University of Glasgow,BIOL2026,Microbiology 2 (Half),10,LSM3232,4
University of Glasgow,BIOL2027,Molecules of Life 2 (Half) BIOL2027,10,LSM3231,4
University of Glasgow,BIOL2036,Physiology & Neuroscience 2 (half),10,LSM3214,4
University of Glasgow,BIOL2036,Physiology & Neuroscience 2,10,LSM3215,4
University of Glasgow,BIOL3005,Biomolecular Sciences 3A,60,LSM3991,4
University of Glasgow,BIOL3010,Infection Biology,60,LSM3991,4
University of Gothenburg,BIO213,Cell and Development Biology,15,LSM3233,4
University of Gothenburg,BIO217,Evolutionary Biology,15,LSM3252,4
University of Gothenburg,BIO232,Human Physiology,15,LSM3214,4
University of Gothenburg,BIO235,Immunology,15,LSM3223,4
University of Gothenburg,BIO266,Department of Biological and Environmental Sciences,15,LSM3991,4
University of Gothenburg,BIO275,Microbiology,15,LSM3232,4
University of Gothenburg,BIO277,Molecular Microbiology,15,LSM3225,4
University of Gothenburg,BIO330,Genetically Engineered Food,7.5,LSM2991,4
University of Gothenburg,BIO402,Fungal Identification,0.5,LSM3991,4
University of Gothenburg,BIO448,Experimental Systems Biology,15,LSM2191,4
University of Gothenburg,BIO484,Comparative Physiology of Marine Animals including Applications for Aquaculture,15,LSM3262,4
University of Gothenburg,BIO502,Ornithological identification methodology,5,LSM3266,4
University of Gothenburg,BIO545,Molecular Biology,15,LSM3224,4
University of Gothenburg,BIO402,Fungal Identification,5,LSM3259,4
University of Gothenburg,BIO404,An Introduction to Ecophysiology,7.5,LSM3262,4
University of Gothenburg,ES2414,Global Change Biology,15,LSM3272,4
University of Gothenburg,ES2613,"Global change ‐ problem, analysis, measures",7.5,LSM3272,4
University of Guelph,ANSC*2340,Structure of Farm Animals,0.5,LSM3991,4
University of Guelph,ANSC*3180,Wildlife Nutrition,0.5,LSM3991,4
University of Guelph,BIOC*2580,Introduction to Biochemistry,0.5,LSM1401,4
University of Guelph,BIOL2400,Evolution,0.5,LSM3252,4
University of Guelph,BIOL3450,Introduction to Aquatic Environments,0.5,LSM3254,4
University of Guelph,BIOM*2000,Concepts in Human Physiology,0.5,LSM2212,4
University of Guelph,BIOM*4050,Biomedical Aspects of Aging,0.5,LSM3217,4
University of Guelph,ENVS*2210,Apiculture and Honey Bee biology / Introductory Apiculture,0.5,LSM2991,4
University of Guelph,ENVS3250,Forest Health and Disease,0.5,LSM3991,4
University of Guelph,PATH*3610,Principles of Disease,0.5,LSM3991,4
University of Guelph,ZOO*3050,Developmental Biology,0.5,LSM3233,4
University of Hawaii at Manoa,NREM450,Wildlife Ecology & Management,3,LSM2251,4
University of Helsinki,50220,Aquatic Ecology,3,LSM3254,4
University of Helsinki,52226,Developmental Biology,3,LSM3233,4
University of Helsinki,52265,Introduction to neurobiology,5,LSM3215,4
University of Helsinki,52537,Lectures in Plant Stress Physiology,3,LSM3991,4
University of Helsinki,52549,"Wood structure, growth and differentiation",5,LSM3991,4
University of Helsinki,52714,Human Genetics,3,LSM3224,4
University of Helsinki,54050,Fossil Recognition,3,LSM1991,4
University of Helsinki,58549,Introduction to Ecological Modeling,6,LSM4255,4
University of Helsinki,59907,Boreal Ecology and Biogeography in Fennoscandia,4,LSM3255,4
University of Helsinki,83628,Biogeochemistry of forest and peatland ecosystems (MET210),5,LSM3991,4
University of Helsinki,84118,Ecology of Peatlands (ME241),3,LSM3991,4
University of Helsinki,502011,Advanced course in aquatic ecology,5,LSM3254,4
University of Helsinki,502015,Introduction to Environmental Ecology,3,LSM3255,4
University of Helsinki,502038,Environmental chemistry and ecotoxicology,4,LSM3991,4
University of Helsinki,502039,Landscape Ecology,4,LSM3991,4
University of Helsinki,510041,Advanced Immunology,4,LSM4222,4
University of Helsinki,522001,Developmental Anatomy,2,LSM3233,4
University of Helsinki,522021,Neurobiophysics,5,LSM3243,4
University of Helsinki,522048,Animal communication and human‐animal relationship,5,LSM3267,4
University of Helsinki,523052,Population Biology in Fragmented Landscapes,7,LSM3252,4
University of Helsinki,523151,Introduction to Evolutionary Ecological Genomics,5,LSM3252,4
University of Helsinki,523152,Fundamentals in Conservation Biology,3,LSM4262,4
University of Helsinki,526041,Community and Population Ecology of Plants,3,LSM3258,4
University of Helsinki,526044,Impact of Climatic Change on Global Ecosystems,5,LSM3272,4
University of Helsinki,528006,Viruses,4,LSM3225,4
University of Helsinki,528035,Evolution of Bacteria Pathogens ‐ A Seminar,4,LSM3991,4
University of Helsinki,529034,Environmental epigenetics,2,LSM4245,4
University of Helsinki,529208,Bioethics & Legislation,3,LSM1991,4
University of Helsinki,529237,Stem Cells and Organogenesis,4,LSM4227,4
University of Helsinki,529237,Stem Cells and Organogenesis,4,LSM3233,4
University of Helsinki,590237,Advanced Course in Biopharmaceutics,3,LSM3991,4
University of Helsinki,590323,Natural Substances as Medicines,5,LSM3991,4
University of Helsinki,590346,Advanced Immunobiology,4,LSM4222,4
University of Helsinki,59907and58570,Introduction to Boreal Ecology and Biogeography in Fennoscandia,4,LSM3991,4
University of Helsinki,22262,An Introduction to Animal Law,5,LSM1991,4
University of Helsinki,52262,Introduction to Neurobiology,5,LSM3215,4
University of Hohenheim,2202‐220,Infection and Immunity,6,LSM3223,4
University of Hohenheim,2202‐230,Lifestock Parasites,6,LSM3991,4
University of Hohenheim,2301‐220,Molecular Physiology,6,LSM3214,4
